permno,comnam
69913.0,DIVI HOTELS N V
69914.0,SEISDATA SERVICES INC
69921.0,E Q K GREEN ACRES L P
69921.0,E Q K GREEN ACRES TRUST
69921.0,ARBOR PROPERTY TRUST
69922.0,SELCO INC
69949.0,SELECT INFORMATION SYS INC
69957.0,SELECTERM INC
69964.0,EQUITYGUARD STOCK FUND INC
69965.0,SELVAC CORP
69965.0,MEHL BIOPHILE INTERNATIONAL COR
69972.0,F G I C CORP
69973.0,SEMICON INC
69980.0,GABELLI EQUITY TRUST INC
69999.0,GERMANY FUND INC
69999.0,EUROPEAN EQUITY FUND INC
70000.0,SENTRY DATA INC
70009.0,GLOBAL GROWTH & INCOME FD
70010.0,SENECA OIL CO
70017.0,GLOBAL YIELD FD INC
70017.0,GLOBAL TOTAL RETURN FUND INC
70018.0,SENSORMATIC ELECTRONICS CORP
70026.0,SENTEX SENSING TECHNOLOGY INC
70033.0,HARLEY DAVIDSON INC
70034.0,SENTRY MANUFACTURING CO
70041.0,HARRIS TEETER PPTYS INC
70042.0,SEPAREX CORP
70069.0,SERNCO INC
70076.0,JEWELMASTERS INC
70077.0,SERVICE MERCHANDISE INC
70092.0,KAUFMAN & BROAD HOME CORP
70092.0,K B HOME
70093.0,SERVICO INC
70106.0,SEVEN OAKS INTL INC
70113.0,LESLIE FAY COS INC
70113.0,LESLIE FAY INC NEW
70114.0,SERVICE FRACTURING CO
70121.0,LINPRO SPECIFIED PPTYS
70121.0,BRANDYWINE REALTY TRUST
70122.0,SERVAMATIC SOLAR SYSTEMS INC
70122.0,SERVAMATIC SYSTEMS INC
70148.0,MARS GRAPHIC SVCS INC
70148.0,DIMARK INC
70149.0,SEVEN UP CO
70156.0,MATTHEWS & WRIGHT GROUP INC
70156.0,HELMSTAR GROUP INC
70156.0,CAREERENGINE NETWORK INC
70156.0,C N E GROUP INC
70157.0,SEVERSKY ELECTRONATOM CORP
70164.0,O BRIEN ENERGY SYSTEMS INC
70164.0,O BRIEN ENVIRONMENTAL ENERGY IN
70164.0,N R G GENERATING US INC
70164.0,COGENERATION CORP AMERICA
70165.0,SEVILLE ENERGY CORP
70165.0,SEVILLE TECHNOLOGIES INC
70172.0,RELIANCE GROUP HOLDINGS INC
70173.0,SEW SIMPLE INC
70180.0,SEAMENS CORP
70199.0,SPELLING AARON PRODTNS INC
70199.0,SPELLING ENTERTAINMENT CORP
70200.0,SHANLEY OIL CO
70202.0,SHANON OIL & GAS LTD
70202.0,SHANNON GROUP INC
70228.0,TOLL BROTHERS INC
70229.0,SHARED MEDICAL SYSTEMS CORP
70237.0,SHARON ENERGY LTD
70244.0,UNION VALLEY CORP
70245.0,SHATTERPROOF GLASS CORP
70252.0,UNITED ASSET MGMT CORP
70253.0,SHAW BARTON INC
70260.0,V T X ELECTRONICS CORP
70261.0,SHAWMUT CORP
70280.0,SHELBY WILLIAMS INDUSTRIES INC
70287.0,WORLDWIDE VALUE FD INC
70288.0,SCHJELDAHL G T CO
70288.0,SHELDAHL COMPANY
70295.0,ZWEIG FUND INC
70295.0,VIRTUS TOTAL RETURN FUND INC
70296.0,SHELTER CORP AMER INC
70308.0,AIRGAS INC
70316.0,AIRLEASE LTD
70325.0,SHERWOOD DIVERSIFIED SVCS INC
70325.0,SHERWOOD CORP
70325.0,SYNPRO ENVIRONMENTAL SVCS INC
70332.0,ANADARKO PETROLEUM CORP
70333.0,SHIPPERS DISPATCH INC
70340.0,ANGELL CARE MASTER LTD PARTNSHP
70340.0,ANGELL REAL ESTATE CO INC
70340.0,HEALTH EQUITY PROPERTIES INC
70359.0,ARISTECH CHEM CORP
70360.0,SHISEIDO LTD
70367.0,ARIZONA COMMERCE BANK TUCSON
70375.0,ATARI CORP
70375.0,J T S CORP
70376.0,SHONEYS BIG BOY ENTERPRISES INC
70376.0,SHONEYS INC
70383.0,BAY MEADOWS OPER CALIF JOCKEY
70384.0,SHONEYS SOUTH INC
70391.0,BOSTON CELTICS LTD PARTNERSHIP
70391.0,HENLEY LTD PARTNERSHIP
70392.0,LANDALL CORP
70392.0,SHONGUM CORP
70392.0,AMERICAN WATER RESOURCES INC
70405.0,SHOP & GO INC
70413.0,SHOP RITE FOODS INC
70420.0,BUCKEYE PARTNERS L P
70421.0,SHOPPERS WORLD STORES INC
70421.0,50 OFF STORES INC
70439.0,CAL FED INCOME PARTNERS L P
70439.0,C F INCOME PARTNERS L P
70440.0,SHOPSMITH INC
70447.0,CARMEL CONTAINER SYSTEMS LIMITE
70448.0,SHORELINE SAVINGS ASSOCIATION
70448.0,SHORELINE SAVINGS BANK
70455.0,CAROLCO PICTURES INC
70456.0,SHOREWOOD CORP
70471.0,CHEMICAL WASTE MGMT INC
70499.0,CRAM EXPLORATION CORP
70499.0,SIERRA EXPLORATION CO
70500.0,COCA COLA ENTERPRISES INC
70500.0,COCA COLA ENTERPRISES INC NEW
70501.0,SIERRA RESEARCH CORP
70519.0,COMMERCIAL CREDIT CO
70519.0,COMMERCIAL CREDIT GROUP INC
70519.0,PRIMERICA CORP NEW
70519.0,TRAVELERS INC
70519.0,TRAVELERS GROUP INC
70519.0,CITIGROUP INC
70520.0,SIERRA RESOURCES INC
70527.0,COMMONWEALTH MORTGAGE AMER L P
70535.0,COUNSELLORS TANDEM SECS FD INC
70536.0,SIGMA ALDRICH CORP
70543.0,CYPRESS FD INC
70544.0,SIGMA INTERNATIONAL LTD
70551.0,DATAREX SYSTEMS INC
70552.0,SIGMAFORM CORP
70578.0,ECONOMICS LAB INC
70578.0,ECOLAB INC
70579.0,SIGNETICS CORP
70586.0,EMPIRE OF AMERICA FED SVG BK NY
70587.0,SIGMOR CORP
70594.0,EQUITABLE REAL ESTATE SHOPPING
70594.0,MIDWEST R E SHOPPING CENTER L P
70595.0,SIGMA RESEARCH INC
70607.0,FALCON CABLE SYS CO
70608.0,SILICON ELECTRO PHYSICS INC
70616.0,REDCOR CORP
70616.0,SILICON GENERAL INC
70616.0,SYMMETRICOM INC
70623.0,FIRSTFED AMERICA INC HONOLU HI
70624.0,SILICON SYSTEMS INC
70632.0,SILICON VALLEY GROUP INC
70659.0,SILICONIX INC
70666.0,GRUEN MARKETING CORP
70667.0,SILTEC CORP
70674.0,GUNDLE ENVIRONMENTAL SYS INC
70674.0,GUNDLE S L T ENVIRONMENTAL INC
70675.0,SILVAR LISCO
70675.0,SILICON VALLEY RESEARCH INC
70682.0,HANSON TRUST PUB LTD CO
70682.0,HANSON PLC
70682.0,HANSON PLC NEW
70690.0,HARPER INTERNATIONAL INC
70690.0,RECO INTERNATIONAL INC
70691.0,SILVER KING MINES INC
70691.0,ALTA GOLD CO
70703.0,HEALTH & REHABILITATION PPTYS T
70703.0,HEALTH & RETIREMENT PPTYS TR
70703.0,H R P T PROPERTIES TRUST
70703.0,COMMONWEALTH REIT
70703.0,EQUITY COMMONWEALTH
70704.0,SILVER STATE MINING CORP
70704.0,U S GOLD CORP
70704.0,MCEWEN MINING INC
70711.0,HONEYBEE INC
70739.0,SILVEY CORP
70747.0,SIM KAR LTG FIXTURE INC
70754.0,JAMES MADISON LTD
70755.0,SIMERA CORP
70762.0,JONES INTERCABLE INVS LP
70763.0,SIMMONS AIRLINES INC
70770.0,KLEINWORT BENSON AUSTRALIAN FD
70770.0,DRESDNER R C M GLOBAL STR IN FD
70771.0,SIMPLICITY COMPUTER CORP
70789.0,LA QUINTA MTR INNS LTD PRTNR
70790.0,SIMPSON INDUSTRIES INC
70797.0,LIBERTY ALL STAR EQUITY FD
70798.0,SIRCO INTERNATIONAL CORP
70798.0,ELEC COMMUNICATIONS CORP
70818.0,M D C ASSET INVESTORS
70818.0,ASSET INVESTORS CORP
70818.0,ASSET INVESTORS CORP DEL
70818.0,AMERICAN LAND LEASE INC
70819.0,SIS CORP
70826.0,M F S MUNICIPAL INCOME TRUST
70827.0,SIPPICAN OCEAN SYS INC
70827.0,SIPPICAN INC
70835.0,SIZZLER RESTAURANTS INTL INC
70843.0,SKIPPERS INC
70850.0,MICRON PRODUCTS INC
70851.0,SKY EXPRESS INC
70869.0,MOTEL 6 LP
70870.0,SKYLINE OIL CO
70878.0,SLANT FINANCE CORP
70885.0,NATIONAL WESTMINSTER BANK PLC
70886.0,SLATER ELECTRIC INC
70886.0,SLATER DEVELOPMENT CORP
70893.0,NEW LINE CINEMA CORP
70894.0,SLAUGHTER BROTHERS INC
70907.0,SLOAN TECHNOLOGY CORP
70914.0,PATIENT MEDICAL SYST CORP
70914.0,INTEGRATED GENERICS INC
70914.0,BIOPHARMACEUTICS INC
70915.0,SMITH LABS INC
70923.0,SMITHFIELD FOODS INC
70930.0,PERKINS FAMILY RESTAURANTS LP
70931.0,SMOKE CRAFT INC
70949.0,PETROLEUM HEAT & POWER CO INC
70950.0,SNELLING & SNELLING INC
70957.0,PHLCORP INC DE
70957.0,PHLCORP INC PA
70958.0,SOCIETY CORP
70965.0,PILGRIMS PRIDE CORP
70966.0,SOCIETY FOR SAVINGS CONN
70966.0,SOCIETY FOR SAVINGS BANCORP
70974.0,SOLAR SYS BY SUN DANCE
70974.0,EUROCAPITAL CORP
70981.0,PRECISION AEROTECH INC
70982.0,SOLAR SATELLITE COMMUNICATION
71001.0,PREMARK INTERNATIONAL INC
71002.0,SOFTECH INC
71028.0,PRIME MOTOR INNS LTD PARTNERSHI
71029.0,SOFTGUARD SYSTEMS INC
71037.0,SOFTWARE AG INTERNATIONAL INC
71037.0,SOFTWARE AG SYSTEMS GROUP
71037.0,SOFTWARE AG SYSTEMS INC
71045.0,SOFTWARE SERVICES AMERICA INC
71053.0,SOLARON CORP
71061.0,SOLECTRIC CORP
71079.0,ROYCE VALUE TRUST INC
71080.0,SOLID STATE TECHNOLOGY INC
71087.0,S S M C INC
71088.0,SOLIDYNE INC
71095.0,SANDUSKY PLASTICS INC
71095.0,CHARIOT GROUP INC
71096.0,SOLOMON SAM INC
71108.0,SCHAFER VALUE TR INC
71109.0,SOLON AUTOMATED SVCS INC CL A
71116.0,SERVICEMASTER INDS INC
71116.0,SERVICEMASTER LTD PARTNERSHIP
71116.0,SERVICEMASTER CO
71117.0,SOLV EX CORP
71124.0,STANHOME INC
71124.0,ENESCO GROUP INC
71125.0,SOLAR DEVELOPMENT INC
71133.0,SOLAR METRICS INC
71140.0,T P A OF AMERICA INC
71141.0,SOLAR TECHNOLOGY CORP
71159.0,TAIWAN FUND INC
71168.0,SONIC DEVELOPMENT CORP DE
71168.0,SONIC ENVIRONMENTAL SYS INC
71175.0,U N U M CORP
71175.0,UNUMPROVIDENT CORP
71175.0,UNUM GROUP
71176.0,SONOCO PRODUCTS CO
71184.0,SONOMA INTERNATIONAL INC
71191.0,VERSAR INC
71192.0,TIBURON VINTNERS INC
71192.0,SONOMA VINEYARDS
71204.0,VISTA CHEMICAL CO
71205.0,SOONER DEFENSE FLA INC
71212.0,WINCHELLS DONUT HOUSES L P
71213.0,SOONER FEDERAL SVG & LN ASSN OK
71220.0,ARC INTERNATIONAL CORPORATION
71221.0,SOONER LIFE INS CO
71239.0,A T & E CORP
71240.0,SOONER STATE FARMS INC
71247.0,ADAMS RUSSELL ELECTRONICS CO
71247.0,ADAMS RUSSELL INC
71256.0,SOTHEBY PARKE BERNET GROUP LTD
71256.0,SOTHEBY PARKE BERNET GROUP PLC
71264.0,SOURCE PERRIER S A
71271.0,ALLEGHANY CORP DE
71298.0,BARRICK RESOURCES CORP
71298.0,AMERICAN BARRICK RESOURCES CORP
71298.0,BARRICK GOLD CORP
71299.0,SOUTH BOSTON SVGS BK MASS
71299.0,BOSTON BANCORP
71300.0,AMERICAN HEALTH PPTYS INC
71301.0,SOUTH CAROLINA INS CO
71327.0,AMERICUS TR AMERN HOME PROD SH
71328.0,SOUTH CAROLINA NATIONAL CORP
71335.0,AMERICUS TR AMERN HOME PROD SH
71336.0,SANTA FE OIL & GAS INC
71336.0,SOUTH FORK OIL & GAS CO
71336.0,TEJAS OIL & GAS CO
71343.0,AMERICUS TR AMERN HOME PROD SH
71351.0,AMERICUS TR BRISTOL MEYERS CO
71352.0,SOUTHEAST EXPLORATION CORP
71378.0,AMERICUS TR BRISTOL MEYERS CO
71379.0,SOUTHEAST NATIONAL BK PA CHESTE
71379.0,SOUTHEAST NATIONAL BNCSHS PA IN
71386.0,AMERICUS TR BRISTOL MEYERS CO
71387.0,SOUTHEASTERN INNS CORP
71394.0,AMERICUS TR 2 A T & T COM SHS
71395.0,SOUTHEASTERN MICHIGAN GAS ENT I
71395.0,SEMCO ENERGY INC
71407.0,AMERICUS TR 2 A T & T COM SHS
71408.0,SOUTHERN AIRWAYS INC
71415.0,AMERICUS TR 2 A T & T COM SHS
71416.0,SOUTHERN ATLANTIC CORP
71423.0,AMERICUS TR DU PONT E I DE NEM
71424.0,SOUTHERN BANCORPORATION INC SC
71431.0,AMERICUS TR DU PONT E I DE NEM
71432.0,SOUTHERN BANKSHARES INC
71458.0,AMERICUS TR DU PONT E I DE NEM
71459.0,SOUTHERN MEDICAL & PHARM
71459.0,SOUTHERN BIOTECH INC
71467.0,SOUTHERN CALIFORNIA 1ST NATL CP
71475.0,SOUTHERN CALIFORNIA WATER CO
71475.0,AMERICAN STATES WATER CO
71483.0,SOUTHERN CONTAINER CORP
71491.0,SOUTHERN DAISY INDS INC
71504.0,SOUTHERN DISC CO
71512.0,SOUTHERN FILM EXTRUDERS INC
71538.0,BALDWIN TECHNOLOGY CO INC
71539.0,IRELANDS RESTAURANTS INC
71539.0,SOUTHERN HOSPITALITY CORP
71547.0,SOUTHERN INDUSTRIES CORP
71554.0,BELVEDERE CORP
71555.0,SOUTHERN MINERAL CORP
71562.0,BERMUDA STAR LINE INC
71562.0,NOREX AMERICA INC
71562.0,NOREX INDUSTRIES INC
71562.0,SIEM INDUSTRIES INC
71563.0,SOUTHERN NATIONAL CORP NC
71563.0,B B & T CORP
71571.0,SOUTHERN PACIFIC PETROLEUM NL
71589.0,BRITISH AIRWAYS PLC
71590.0,SOUTHERN SCOTTISH INNS INC
71598.0,SOUTHERN SECURITY LIFE INS CO
71627.0,SOUTHERN UNITED LIFE INS CO AL
71635.0,SOUTHLAND ENERGY CORP
71643.0,SOUTHLAND EQUITY CORP
71651.0,SOUTHLAND FINANCIAL CORP
71678.0,SOUTHLAND PAPER MLS INC
71685.0,CHARTER POWER SYSTEMS INC
71685.0,C & D TECHNOLOGIES INC
71686.0,ALABAMA FINANCIAL GROUP INC
71686.0,SOUTHERN BANCORPORATION AL
71686.0,SOUTHTRUST CORP
71694.0,UNITED COMNTYS CP
71715.0,SOUTHWEST FACTORIES INC
71722.0,COLONIAL MUNICIPAL INCOME TRUST
71722.0,M F S HIGH YIELD MUNICIPAL TRUS
71723.0,SOUTHWEST GAS PRODUCING INC
71731.0,SOUTHWEST LEASING CORP
71750.0,SOUTHWEST PETRO CHEM INC
71765.0,CONSOLIDATED RAIL CORP
71765.0,CONRAIL INC
71766.0,SOUTHWEST RESOURCES INC
71774.0,SOUTHWEST SCOTTISH INNS INC
71782.0,SOUTHWEST WATER CO
71803.0,SOUTHWESTERN DRUG CORP
71810.0,DUFF & PHELPS SELECTED UTILS
71810.0,DUFF & PHELPS UTILITIES INCOME
71810.0,D N P SELECT INCOME FD INC
71811.0,SOUTHWESTERN ELECTRIC SERVICE C
71830.0,SOUTHWSTRN LIFE INS
71830.0,SOUTHWESTERN LIFE CORP
71837.0,ECOLOGY & ENVIRONMENT INC
71838.0,SOUTHWESTERN RESEARCH CORP
71845.0,EMERALD HOMES L P
71846.0,SOVEREIGN CHEMICAL & PETE PRODS
71854.0,SOVEREIGN CORP
71862.0,SOVEREIGN THOROUGHBREDS
71862.0,EQUINE CORP
71862.0,LEXINGTON GROUP INC
71862.0,HARRIS & HARRIS GROUP INC
71862.0,180 DEGREE CAPITAL CORP
71888.0,ESCAGEN CORP
71888.0,ESCAGENETICS CORP
71889.0,VIRGINIA NATIONAL BANKSHARES IN
71889.0,SOVRAN FINANCIAL CORP
71897.0,SPACE & LEISURE TIME LTD
71909.0,FIDELITY NATIONAL FINANCIAL INC
71910.0,SPACE CORP
71918.0,SPACE MICROWAVE LABS INC
71926.0,SPACELABS INC
71933.0,FOODMAKER INC NEW
71934.0,JONES SPACELINK LTD
71934.0,SPACELINK LTD
71934.0,JONES SPACELINK LTD NEW
71942.0,SPAN AMERICA MEDICAL SYSTEMS IN
71969.0,SPANG INDUSTRIES INC
71976.0,FRUEHAUF CORP DEL
71976.0,K H CORP
71977.0,REACH INC
71977.0,SPANTEL CORP
71984.0,FRUIT OF THE LOOM INC
71985.0,SPARTAN MOTORS INC
71992.0,GALAXY CABLEVISION L P
71993.0,SPARKMAN PRODUCING CO
71993.0,ARCH PETE INC
72005.0,SPARTAN MANUFACTURING CORP
72005.0,SPARTECH CORP
72013.0,SPEAR HEAD INDS INC
72021.0,SPEARHEAD ENERGY INC
72040.0,SPECIALIZED SYSTEMS INC
72040.0,KENTANA DEVELOPMENT INC
72040.0,KENTANA DEVELOPMENT CORP
72040.0,SILICON DISK CORP
72040.0,CANADIAN PIPER AIR CORP
72048.0,SPECIALTY COMPOSITES CORP
72055.0,HIMONT INC
72056.0,SPECTRADYNE INC
72063.0,HOMESTEAD FINANCIAL CORP
72064.0,SPECTRAL DYNAMICS CORP
72072.0,SPECTRAN CORP
72098.0,I S I SYSTEMS INC
72099.0,SPECTRAVIDEO INC
72100.0,IMO DELAVAL INC
72100.0,IMO INDUSTRIES INC
72101.0,SPECTRONICS INC
72119.0,INTELLIGENT SYSTEMS MASTER L P
72119.0,INTELLIGENT SYSTEMS CORP NEW
72120.0,SPECTRUM COMMUNICATIONS CORP
72128.0,SPECTRUM CONTROL INC
72135.0,INTERSTATE GENERAL LP
72136.0,IMMUTRON INC
72136.0,SPECTRUM LABORATORIES INC
72144.0,SPECTRUM MICROWAVE CORP
72144.0,SPECTRUM DIGITAL
72152.0,SPEED EQUIP WORLDS AMER INC
72179.0,SPEIDEL NEWSPAPERS INC
72195.0,SPERTI DRUG PRODS INC
72207.0,LANDMARK TECHNOLOGY CORP
72207.0,LANDMARK AMERICAN CORP
72208.0,SPEX GROUP INC
72216.0,SPEX INDUSTRIES INC
72224.0,SPIRAL METAL INC
72231.0,M F S MULTIMARKET INCOME TRUST
72232.0,SPIRE CORP
72259.0,SPORTS RESTAURANT INC
72267.0,SPORTS INFORMATION DATA BASE
72274.0,MEDICAL PROPERTIES INC
72275.0,SPORTO CORP
72275.0,S L H D INC
72283.0,SPRINGER CORP
72291.0,SQUARE INDUSTRIES INC
72304.0,STAAR SURGICAL CO
72311.0,MUSICLAND GROUP INC
72312.0,STACO INC
72338.0,NATIONAL HEALTHCORP L P
72338.0,NATIONAL HEALTHCARE CORP
72339.0,STAFF BUILDERS INC
72371.0,STAN WEST MNG CORP
72389.0,OXFORD ENERGY CO
72390.0,STANADYNE INC
72398.0,STANDARD BRED PACERS & TROTTER
72427.0,STANDARD CONTAINER TRANS CORP
72442.0,PETROLANE PARTNERS L P
72443.0,STANDARD ENERGY CORP
72451.0,STANDARD LIFE CORP
72470.0,STANDARD LIFE INS CO IND
72478.0,STANDARD LOGIC INC
72478.0,APPOINT TECHNOLOGIES INC
72486.0,STANDARD MICROSYSTEMS CORP
72494.0,STANDARD REGISTER CO
72507.0,STANDARD SECURITY LIFE INS CO N
72514.0,PRESIDIO OIL CO
72515.0,STANDUN INC
72523.0,STANFORD TELECOMMUNICATIONS
72531.0,STANG HYDRONICS INC
72550.0,STANLEY HOME PRODS INC
72550.0,STANHOME INC
72557.0,QUEST FOR VALUE DUAL PURPOSE
72558.0,MATAGORDA DRILLING & EXPL CO
72558.0,STANLEY WELL SVC INC
72566.0,STANNDCO DEVELOPERS INC
72574.0,STANSBURY MINING CORP
72574.0,STANSBURY HOLDING CORP
72581.0,RIVERBEND INTERNATIONAL CORP
72602.0,ROBERT MARK INC
72603.0,STAODYNAMICS INC
72603.0,STAODYN INC
72611.0,STAR BRITE CORP
72611.0,OCEAN BIO CHEM INC
72630.0,STAR DUST MINES INC
72638.0,STAR GLO INDS INC
72646.0,STAR LITE INDS
72654.0,STARCOM INC
72661.0,SIZELER PROPERTY INVESTORS INC
72662.0,STARTEL CORP
72688.0,STANDARD FEDERAL BANK TROY MICH
72688.0,STANDARD FEDERAL BANCORP INC
72696.0,STANDARD PACIFIC CORP DE L P
72696.0,STANDARD PACIFIC CORP NEW
72696.0,CALATLANTIC GROUP INC
72697.0,STATE NATIONAL BANCORP INC
72710.0,PACIFIC COAST KNIT MLS
72710.0,STATE O MAINE INC
72710.0,NAUTICA ENTERPRISES INC
72718.0,STATE AUTOMOTIVE CORP
72725.0,SUMMIT TAX EXEMPT BD FD INC
72726.0,STATE STREET BOSTON CORP
72726.0,STATE STREET CORP
72733.0,SUN CHEMICAL CORP
72733.0,SEQUA CORP
72741.0,SUN CHEMICAL CORP
72741.0,SEQUA CORP
72742.0,STATESIDE ENERGY CORP
72768.0,SUN DISTRIBUTORS LP
72768.0,SUNSOURCE LP
72769.0,STATESMAN GROUP INC
72776.0,T C W CONVERTIBLE SECS FD INC
72776.0,T C W STRATEGIC INCOME FUND INC
72777.0,STATEWIDE BANCORP N J
72785.0,STATUS GAME CORP
72792.0,T W SERVICES INC
72793.0,STEAK & ALE RESTAURANTS AMER
72813.0,TEMPLETON EMERG MKTS FD INC
72813.0,TEMPLETON EMERG MKTS FD
72814.0,STEARNS MANUFACTURING CO MN
72822.0,STECHER TRAUNG SCHMIDT CORP
72849.0,STEIGER TRACTOR INC
72857.0,STEREO VILLAGE INC
72864.0,UNIVERSAL HEALTH RLTY INCM TR
72872.0,USACAFES L P
72872.0,CAFES ONE L P
72873.0,STERLING COMMUNICATIONS INC
72881.0,STERLING COMPUTER SYS INC
72900.0,STERLING OIL OKLA INC
72902.0,STERLING PIPE & SUPPLY CO
72928.0,VISUAL GRAPHICS CORP
72928.0,V G C CORP
72937.0,STERLING STORES INC
72945.0,STERNER LIGHTING SYSTEMS INC
72953.0,STEVIA INC
72961.0,STEWART & STEVENSON SVCS INC
72980.0,STEWART INFORMATION SVCS CORP
72988.0,STEWART SANDWICHES INC
72988.0,STEWART FOODS INC
72996.0,STIFEL FINANCIAL CORP
73008.0,STOCKER & YALE INC
73016.0,STOCKHOLDERS SYSTEMS INC
73024.0,STORM KING MINES INC
73024.0,NEW CASTLE ENERGY CORP
73032.0,STORY CHEMICAL CORP
73059.0,STRATA CORP OH
73059.0,STRATA CORP DE
73067.0,STRATFORD TEXAS INC
73075.0,STRATUS COMPUTER INC
73083.0,STRAWBRIDGE & CLOTHIER
73091.0,STRIKER PETROLEUM CORP
73091.0,STRIKER INDUSTRIES INC
73104.0,STROTHER DRUG CO
73112.0,STRUTHERS OIL & GAS CORP
73112.0,STRUTHERS INDUSTRIES INC
73139.0,STRYKER CORP
73147.0,STUART HALL INC
73155.0,STUART LYLE INC
73163.0,STUART MCGUIRE INC
73171.0,STUARTS DEPARTMENT STORES INC
73198.0,STUFF YER FACE INC
73198.0,TUBBYS INC
73219.0,STURM RUGER & CO INC
73227.0,STYLEX HOMES INC
73235.0,SUBARU AMERICA INC
73243.0,READING AVIATION SERVICE
73243.0,SUBURBAN AIRLINES INC
73251.0,SUBURBAN BANCORPORATION
73251.0,SUBURBAN BANCORP MD
73270.0,SUBURBAN BROADCASTING CORP
73278.0,SUFFIELD SAVINGS BANK
73278.0,SUFFIELD FINANCIAL CORP
73278.0,FIRST COASTAL CORP
73286.0,SUGARLOAF MOUNTAIN CORP
73294.0,SULCUS COMPUTER CORP
73294.0,SULCUS HOSPITALITY TECHNLGS COR
73315.0,SUMITOMO BANK CA
73323.0,NUC MEDICAL INC
73323.0,SUMMA MEDICAL CORP
73331.0,SUMMER & CO
73350.0,SUMMERS ELECTRIC CO
73358.0,SUMMIT BANCORPORATION
73366.0,SUMMIT HEALTH LTD
73374.0,SUMMIT OILFIELD CORP
73382.0,SUMMIT PETROLEUM CORP
73403.0,SUMMIT PROPERTIES
73411.0,SUMMIT SAVINGS ASSN BELLEVUE WA
73411.0,SUMMIT SAVINGS BANK WA
73411.0,SUMMIT BANCORP INC
73430.0,SUMMIT SYSTEMS INC
73438.0,ANAEROBIC ENERGY SYS
73438.0,SUN COAST PLASTICS INC
73438.0,SUN COAST INDUSTRIES INC
73446.0,HYDROPHILICS INTL INC
73446.0,SUN EQUITIES CORP
73462.0,SUNBELT EXPLORATION INC
73489.0,MOONEY BROADCASTING CORP
73489.0,SUNGROUP INC
73497.0,HOSPITAL INVS
73497.0,ATLANTA NATL RE TRUST
73497.0,ANRET INC
73497.0,SUNLITE INC
73510.0,SUNLITE OIL CO DE
73526.0,SUNSET INDUSTRIES INC
73534.0,SUNSET LIFE INS CO AMER
73542.0,PAWNEE CORP
73542.0,SUNSTAR FOODS INC
73542.0,S U N F INC
73569.0,SUNTEC SYSTEMS INC
73577.0,FIRST NEW MEXICO BANKSHARE CORP
73577.0,SUNWEST FINANCIAL SERVICES INC
73585.0,SUPER DOLLAR STORES INC
73593.0,SUNRISE SAVINGS & LOAN ASSN FL
73606.0,SUPER SKY INTL INC
73614.0,SUNRISE MEDICAL INC
73622.0,SUPER RITE FOODS INC
73649.0,SUPERIOR ELECTRIC CO
73657.0,SUPERIOR EQUITY CORP
73665.0,SUPERIOR FOODS INC
73673.0,SUPERIOR MANUFACTURING & INST C
73681.0,SUPERTEX INC
73700.0,SUPRADUR MANUFACTURING CORP
73700.0,SUPRADUR COMPANIES INC
73702.0,SUPREMA INTERNATIONAL INC
73729.0,SUPREME EQUIPMENT & SYSTEMS COR
73737.0,SURETY FINANCIAL CORP
73745.0,SURGERY CENTERS CORP
73745.0,INTERWEST MEDICAL CORP
73753.0,SURGICAL CARE AFFILIATES INC
73761.0,SURGICARE CORP
73780.0,SURGICOT INC
73788.0,SURVEYOR INDUSTRIES INC
73796.0,SURVIVAL TECHNOLOGY INC
73796.0,MERIDIAN MEDICAL TECHNOLOGIES I
73809.0,SUSQUEHANNA BANCSHARES INC PA
73817.0,SUTRON CORP
73825.0,SVENSKA CELLULOSA AKTIEBOLAGET
73833.0,SWAN RESOURCES LTD
73860.0,SWEDLOW INC NEW
73868.0,SWENSENS INC
73884.0,SWIFT INDUSTRIES INC
73892.0,SWITCHCO INC
73905.0,SYKES DATATRONICS INC
73913.0,SYM TEK SYS INC
73921.0,KOLFF MED INC
73921.0,SYMBION INC
73940.0,SYMBOL TECHNOLOGIES INC
73948.0,SYMETRICS INDUSTRIES INC
73956.0,SYNBIOTICS CORP
73964.0,SYNCOR INTERNATIONAL CORP
73972.0,SYNERCON CORP
73999.0,SYNERGISTIC COMMUNICATIONS GRP
74019.0,SYNTECH INTERNATIONAL INC
74027.0,SYNTREX INC
74035.0,SYRACUSE CHINA CORP DE
74043.0,SYRACUSE SUPPLY CO
74051.0,SYSCON CORP
74070.0,SYSTEM INTEGRATORS INC
74078.0,SYSTEMATICS GENERAL CORP
74086.0,SYSTEMS & COMPUTER TECHNOLOGY
74094.0,SYSTEMS ASSOCIATES INC
74107.0,SYSTEMS ASSOCIATES INC DE
74115.0,UNIDATA SYSTEMS INC
74115.0,SYSTEMS ASSURANCE CORP
74123.0,SYSTEM INDUSTRIES INC
74131.0,SYNTHEMED CORP
74150.0,SYSTEMATICS INC
74158.0,SYNCOM CORP
74166.0,SYNERGETICS INTERNATIONAL INC
74174.0,SYNERGEX CORP
74182.0,SYSTONETICS INC
74203.0,T B C CORP
74211.0,T B S COMPUTER CENTERS CORP
74230.0,T C A CABLE TV INC
74238.0,T D A INDUSTRIES INC
74246.0,TENNECO OFFSHORE
74246.0,T E L OFFSHORE TRUST
74254.0,T G BANCSHARES CO
74289.0,T G I F TEXAS INC
74297.0,TOLLEY INTERNATIONAL CORP
