i,PARENT COMPANY NAME
7877,"EXCO/HGI JV Assets, LLC"
7889,Devon Energy Corporation
7947,Unit Petroleum Company
7958,Optima Specialty Steel
8000,"DJ Resources, LLC"
8012,Kinder Morgan Energy Partners L.P.
8120,EFS MIDSTREAM LLC 
8122,EFS Midstream LLC
8155,Consolidation Coal Company
8199,"Range Texas Production, LLC"
8296,"Helis Oil and Gas Company, L.L.C."
8506,Diamondback Energy
8557,"E. Marcellus Asset Company, LLC"
8590,Mar-Jac Holdings Inc
8640,"EnerVest Operating, LLC"
8643,"Enervest Operating, LLC"
8644,"EneerVest Operating, LLC"
8648,A-Gas US Inc.
8661,"Enervest Operating, L.L.C. "
8733,"Freeport-McMoRan Oil & Gas, LLC"
8751,"Polar Semiconductor, LLC"
8765,Tecpetrol Corporation
8774,Bowie Resource Partners LLC
8790,"Pennsylvania Land Resources Holding Company, LLC"
8810,Kinetica Partners LLC
8821,"SANDRIDGE ENERGY OFFSHORE, LLC"
8831,"Southhall Group Holdings, LLC."
8866,Murex Petroleum Corporation
8875,"Texstar Midstream Services, LP"
8877,The Reserve Group
8881,TARGA RESOURCES CORPORATION
8900,Rosetta Resources Operating LP
8909,The Ohio Valley Coal Company
8910,The American Coal Company
8919,"DCP Midstream Partners, LP"
8920,WGR Operating LP
8960,KenAmerican Resources Inc.
8961,UtahAmerican Energy Inc.
8965,URSA Resources Group 
9013,Templar Energy LLC
9015,FORESIGHT ENERGY LP
9120,LAXFUEL CORPORATION
9125,"Walnut Creek Energy, LLC"
9250,Pechanga Band of Luiseno Mission Indians
9262," Hawaii Independent Energy, LLC "
9264,Vitus Marine LLC
9295,"Sanguine Gas Exploration, LLC"
9329,"Superior Pipeline Company, LLC"
9334,"Superiror Pipeline Company, LLC"
9415,General Electric Co.
9416,Southcross Processing LLC
9489,Siemens Industry Inc
9494,"ERG Resources, LLC"
9516,"Nuevo Midstream, LLC"
9517,Lexington Area Solid Waste Agency
9543,Imperium Grays Harbor
9544,Arch Coal INCORPORATED
9559,E&B Natural Resources
9564,"STATOIL TEXAS ONSHORE PROPERTIES, LLC"
9565,"EXCO RESOURCES, INCORPORATED"
9567,NuStar Asphalt LLC
9568,City of Deming
9570,"City of Ripley Gas, Water & Wastewater Department"
9571,"CPV Sentinel, LLC"
9572,University of Mississippi
9579,"Houweling Nurseries Oxnard, Inc."
9583,Solid Waste Management Commission of Marshall County
9586,"CBEL, Inc."
9587,E I Du Pont De Nemours & Co.
9601,Tredegar Corporation
9602,"Pattern Energy Group, Inc"
9605,Ahlstrom Filtration LLC
9611,"City of Olive Branch, MS"
9618,"Anderson Energy, Inc."
9623,"CMO, Inc."
9627,Power Resources Cooperative
9628,"Kinder Morgan Production Company, LLC"
9631,"Cross Timbers Energy, LLC"
9633,"Johnson Controls Battery Group, Inc."
9634,"KiOR, Inc"
9656,"Seven Hills Paperboard, LLC"
9663,"Delano Energy Center, LLC"
9666,"EXCO/HGI JV Assets, LLC "
9669,"Covance, Inc."
9670,Kia Motors America
9676,"GREC Holdings, LLC"
9683,Recycled Energy Development LLC
9684,"Alpha Natural Resources, Inc"
9687,City of Alamogordo
9690,"Summit Midstream Partners, LLC."
9694,"Petro Harvester Oil & Gas, LLC "
9698,"Campbell County, Wyoming"
9699,"Knox Energy Cooperative Association, Inc."
9705,White Oak Resources LLC
9710,North American Hoganas 
9711,Materion Corporation
9717,American Eagle Energy
9723,Rivanna Solid Waste Authority
9724,"Revere Copper Products, Inc."
9725,Shoreline Energy LLC
9726,Sundance Energy Australia
9727,RKI Exploration & Production LLC
9728,Northeast Ohio Regional Sewer District
9732,"EDF Trading Resources, LLC"
9741,"Wildcat Midstream Caddo, LLC"
9743,CenterPoint Energy Resources CORPORATION
9751,"Saga Petroleum, LLC"
9759,"Devro, Inc."
9760,Ranch Westex JV LLC
9767,"IIG Minwool, LLC"
9769,Acme Brick Company
9773,"Bennu Oil & Gas, LLC"
9783,Shultz Steel Co
9785,Tesla Motors
9794,HILLSBORO ENERGY LLC
9800,Lactalis American Company Inc.
9807,"ENTEK International, LLC"
9810,QUALCOMM CORP
9819,Knox Energy Cooperative Association Inc.
9827,TRIQUINT SEMICONDUCTOR INC
9831,RICE ENERGY INC
9833,Intersil CORP
9835,STEELE COUNTY MINNESOTA
9844,TABULA RASA PARTNERS
9850,Buckingham Coal Co
9857,Old World Industries LLC
9858,OSCO Industries Inc
9864,MEXICHEM SPECIALTY RESINS INC
9866,Rembrandt Enterprises Inc
9867,BURLINGTON ELECTRIC DEPARTMENT
9868,GREEN MOUNTAIN POWER CORP
1,ARDAGH HOLDINGS USA INC
9,Central Hudson Gas and Electric Corporation
74,IBERDROLA RENEWABLES LLC
116,Wayzata Investment Partners
118,HOOSIER ENERGY REC INC
128,"Highstar IV SWG Holdings, LLC"
231,"SP Fiber Technologies Southeast, LLC"
241,MGE ENERGY INC
286,"Westmoreland Sanitary Landfill, LLC"
292,Evonik Degussa Corp
302,"City of Santa Clara, CA"
368,BIOGEN IDEC INC
568,Verso Corporation
605,ERGON INC
622,"Kendall Green Energy Holdings, LLC"
707,"Danskammer Energy, LLC"
736,WEC Energy Group
767,"Rockland Power Partners II, LP"
819,Agra Resources LLC
922,DAIRYLAND POWER COOPERATIVE
940,Energy Capitol Partners LLC
941,ALLEGHENY ENERGY SUPPLY CO LLC
1046,FCA US LLC
1071,"Major Oak Power, LLC"
1143,SABIC US Holdings LP
1218,RI CORP DEVELOPMENT INC
1257,VERSO CORP
1268,"ROCKLAND CAPITAL, LLC"
1269,WESTWOOD GENERATION LLC
1318,"KMC Thermo, LLC."
1329,"Perry County Associates, LLC"
1331,Emera U.S. Holdings Inc.
1472,POWERSOUTH ENERGY COOPERATIVE
1530,RJS Generation Holdings LLC
1547,Tampa Electric Co
1564,Mainline Generation LLC
1647,"EnLink Midstream Services, LLC"
1648,"Enlink Midstream Services, LLC"
1686,"ADS Waste Holdings, Inc"
1749,Black Hawk Mining LLC.
1900,CASTLETON COMMODITIES INTERNATIONAL LLC
1936,UNITED GLOBAL FOODS US HOLDINGS INC
1994,Rayonier Advanced Materials Inc
2667,"Port Barre Investments, LLC d/b/a Bobcat Gas Stora"
2710,"QEP Midstream Partners, LP"
2737,City of Tucson Environmental Services
2784,County of Kane Division of Environmental & Water Resources
2983,"BIF II District Energy Holdings III, Delaware"
3061,Skana Aluminum Co.
3075,Materials Innovation and Recycling Authority
3118,Hilcorp Alaska LLC
3122,SIOUXLAND ENERGY COOPERATIVE
3193,DARLING INGREDIENTS INC
3288,"Freeport-McMoRan, Inc"
3310,Eco Services Operations LLC
3340,City of San Angelo Landfill
3345,"Vanguard Natural Resources, INCORPORATED"
3381,"STINGRAY PIPELINE CO, LLC"
3481,Madera County Public Works
3541,"EAST WEST COPOLYMER & RUBBER, LLC"
3556,GRIFFIN PIPE PRODUCTS CO
3562,"ENERVEST OPERATING, LLC"
3585,City of Avenal
3589,Initium Power Partners
3709,"Trinity Construction Materials, Inc."
3722,Veolia North America Inc.
3746,FAIRMOUNT SANTROL INC.
3816,CASCADES USA INC
3858,Mondi North America
3965,"Amsted Rail Company, Inc."
3980,"Ecom Atlantic, Inc"
4099,MOMENTIVE PERFORMANCE MATERIALS INC.
4192,"Energy Capital Partners III, LLC"
4222,Androscoggin Vally Regional Refuse Disposal District
4230,Lake Havasu City
4231,"Energy Capitol Partners, LLC"
4242,ONE Gas Inc.
4243,"ONE Gas, Inc."
4249,KENT CORP
4257,"County of Sonoma, Dept of Public Works"
4375,"Energy Capitol Partners III, LLC."
4446,"Vallourec Star, LP"
4521,County Solid Waste Department
4629,"Poet, LLC"
4636,City of Brookings Landfill
4787,Guardian Energy Management
4914,TRECORA Resources
5051,BREITBURN ENERGY CO LP
5067,City of Lawton
5243,California Resources Corporation
5373,GERDAU USA INC
5427,United Global Foods US Holdings Inc
5442,American Airlines Group
5454,Black Hawk Mining
5467,EVONIK Corporation
5486,AM/NS Calvert
5601,Mizkan Group Comp
5647,Nucor Steel Gallatin LLC
5665,RIVER BIRCH LLC
5674,Parallel Energy LP
5767,SASOL CHEMICALS (USA) LLC
5829,BMW (US) Holding Corp
5853,CITY OF MOUNTAIN VIEW
6019,"AMERICAN MIDSTREAM GP, LLC"
6095,"Vanguard Operating, LLC"
6135,Merced Regional Waste Management Authority
6137,MERCED COUNTY WASTE MANAGEMENT AUTHORITY
6238,Corral De Piedra Land Company
6275,ECP LLC
6423,"Progressive Waste Solutions, LTD."
6431,Tesoro Logistics LP
6552,PENTEX ALASKA NATURAL GAS CO LLC
6629,Texas Petroleum Investment CO
6648,"OKLAHOMA COGENERATION, LLC"
6909,Sasol USA Corporation
6972,"Alliance NYGT, LLC"
6991,OLD DOMINION ELECTRIC COOPERATIVE
7002,San Joaquin County Public Works Department
7019,Bowie Resources Partners LLC
7081,Georgia Energy Cooperative
7089,Bastrop Energy Partners LP
7128,ENERGY WEST
7238,Hamblen County Morristown Solid Waste Authority
7252,FLATHEAD COUNTY SOLID WASTE
7346,Municipality of Mayaguez
7392,"PR Waste Holdings, LLC"
7397,County of Gloucester
7419,TrailStone LP
7546,MONONGAHELA POWER CO
7548,"Sexton Family Partnership, L.P. and GRG L.P."
7549,"Land Reclamation Company, Inc."
7575,Superior Pipeline Company
7610,City of Forth Worth
7616,EnLink Midstream Services LLC
7619,Celanese CORP
7762,"Taminco US, Inc."
7804,"Vine Oil & Gas, LP"
7814,COMPASS PRODUCTION PARTNERS LP
7854,COWLITZ COUNTY
7911,Chevron U.S.A INCORPORATED
8096,"SOLVAY SPECIALTY POLYMERS USA, LLC"
8125,"Mountaineer Keystone, LLC"
8270,Tapstone Energy LLC
8540,Sabine Oil and Gas Corporation
8542,MDU Resources Group Inc
8577,"Primary Natural Resources IV, LLC"
8691,"Laramie Energy II, LLC"
8781,FIELDWOOD ENERGY LLC
8810,Resolute Natural Resources Co; Navajo Nation Oil and Gas
8969,TALOS ENERGY OFFSHORE LLC
8980,FORESIGHT ENERGY SERVICES LLC
8994,"Discovery Natural Resources, LLC"
9045,West Escambia Utilities
9056,"Armstrong Energy, INCORPORATED"
9058,Hess Energy Trading Company
9228,Vitus Energy LLC
9255,"Enbridge Energy Patners, L.P."
9333,"LLOG Exploration Offshore, L.L.C."
9395,Coronado Coal II LLC
9398,Century Castings Corporation
9413,STATOIL US HOLDINGS INC
9435,Rex Coal Company
9536,Galesi Group
9545,Lindsay Goldberg
9546,"SemGas, LP"
9549,"WTG SONORA GAS PLANT, LLC"
9561,"Houweling California Holdings, INC"
9568,"Enlink Midstream, LLC"
9574,Southside Regional Public Service Authorith
9581,"El Paso Pipeline Partners, LP"
9599,CRESTWOOD APPALACHIA PIPELINE LLC
9606,CRESTWOOD MARCELLUS MIDSTREAM LLC
9636,ROLLS-ROYCE PLC
9665,Abraxas Petroleum Corp
9671,"COMPASS PRODUCTION PARTNERS, LP"
9676,Origin Mining Co
9681,Energy Management Inc.
9692,Otero Greentree Solid Waste Authority
9713,Sunrise Coal LLC
9732,RKI
9736,Williams COMPANY
9742,SABINE OIL & GAS LLC
9743,Sabine Oil & Gas LLC
9752,Central Hudon Gas and Electric Corp
9772,Peak Powder River Resources
9774,BERKSHIRE HATHAWAY INC.
9782,Newton Mcdonald County landfill Inc
9797,Carroll County Government
9799,American Energy Partners LP
9815,Huhtamaki North America INC
9824,Matanuska-Susitna Borough
9826,Jonah Energy Holdings LLC
9830,"Josh Bray, dba Sanitation Solutions"
9836,WR GRACE & CO
9837,"Petro Harvester Oil & Gas, LLC"
9840,"Windset Farms, Inc"
9841,Hess North Dakota Export Logistics LLC
9842,"United Coal Company, LLC"
9847,"BLUE RACER MIDSTREAM, LLC"
9848,Legacy Reserves Operating LP
9852,CONSOL Energy
9853,TARGA RESOURCES INC
9860,"TARGA PIPELINE MID-CONTINENT WESTOK, LLC"
9866,Niska Gas Storage Partners
9872,"Hawkwood Energy Management, LLC 220"
9873,HOMER ELECTRIC ASSOCIATION
9875,"BlackBrush O & G, LLC"
9884,"Atlas Resource Partners, L.P."
9885,Microfabrica
9888,Darling Ingredients Inc.
9890,"Roxul USA, Inc."
9892,PARSLEY ENERGY INC
9899,E.I. DUPONT DE NEMOURS & CO INC HIGHLAND
9904,New PE HOLD COMPANY LLC
9907,Michigan Milk Producers Association
9908,"Lea County, NM"
9917,"City of Vermillion, SD"
9918,"W&T Offshore, INCORPORATED"
9919,FL Rich Gas Services LP
9923,"Warren Resources, Inc."
9926,"Sebastian Mining Company, LLC"
9932,"City of Morrilton, AR"
9933,Covance Laboratories Inc
9934,NESTLE PURINA PETCARE CO.
9936,"SUMMIT MIDSTREAM PARTNERS, LLC"
9943,Lactalis American Group
9947,ENERGY XXI
9951,MACQUARIE INFRASTRUCTURE AND REAL ASSETS
9952,"URBAN OIL & GAS GROUP, LLC"
9954,"FDL OPERATING, LLC"
9955,Pratt Energy LLC
9956,"Felix Energy, LLC"
9958,ENDEAVOR ENERGY RESOURCES LP
9965,"Vitruvian Exploration, LLC"
9969,"Lucid Energy WesTex, LLC"
9970,"Mission Solar Energy, LLC"
9972,Holmes Western Oil Corp
9973,"Vantage Energy, LLC"
9977,"Vantage Energy II, LLC"
9979,Evergreen Clean Energy Corporation
9980,BRIDGESTONE AMERICAS HOLDING INC
9985,"Statoil US Holdings, Inc."
9986,GOODRICH PETROLEUM COMPANY
9987,"Centennial Resource Production, LLC"
9988,Unifrax I LLC
9990,KURARAY AMERICA INC
9991,POET DSM Project Liberty LLC
9993,HAYWOOD COUNTY NORTH CAROLINA
9994,Worthington Industries
9996,"Huntington Energy, L.L.C"
10009,Kings Waste & Recycling Authority
10025,"USA Compression Partners, LP"
10026,Resolute Natural Resources Company
10029,PORTLAND GENERAL ELECTRIC CO
10036,Mercuria Energy Trading Inc.
10038,General Cable Corporation
10040,Petrogas West LLC
10041,"BBX OPERATING, LLC"
10044,SK E&P
10051,EagleRidge Operating LLC
10054,Trustee's of the California State University
10055,OAK VALLEY OPERATING LLC
10057,ONEOK PARTNERS LP
10058,Mathson Tri-Gas
10066,"Eagle Petroleum, LLC"
10067,Mondy Global Inc.
10068,RKI Exploration and Production
10069,"TriQuint Semiconductor Texas, L.P."
10074,"Diodes, Inc"
10075,TRADEQUIM LLC
10078,"RSP Permian, LLC"
10082,Synergy Resources CORP
10083,Philips Holdings USA Inc
10092,Idemitsu Apollo Corp
10094,TAC Manufacturing
10095,The University System of New Hampshire
10101,The Neil Jones Food CO
10102,SRI International
10105,"Aerosol Gas Co, INC"
10106,Advance Stores Co Inc
10109,First Continental Internation (NJ) Inc
10110,"Perfect Score Technologies, LLC"
10112,Marvin Lumber & Cedar Co
10115,KINDER MORGAN INC
10117,Quality Chemical International Inc
10119,Denver Refrigerants Inc
10122,JAMES MADISON UNIVERSITY
10128,Elbow River Marketing Ltd
10132,"Ryobi Die Casting (USA), Inc"
10135,SOUTHCROSS ENERGY PARTNERS LP
10136,PORSCHE CARS NORTH AMERICA INC
10137,"Volkswagen Group of America, Inc"
0,PUGET SOUND ENERGY
1,ARDAGH GROUP
7,ST LAWRENCE GAS CO INC 
8,SANTA ROSA BOARD OF COUNTY COMMISSIONERS
9,CENTRAL HUDSON GAS & ELECTRIC CORP
10,TYSON FARMS INC
23,NUCOR CORP
26,KRATON POLYMERS US LLC
27,AltaGas Services US Inc
37,PAPERBOARD PARENT INC
38,PRAXAIR INC 
40,COUNTY OF RIVERSIDE
44,Allison Transmission INC
52,CITY OF TALLAHASSEE
65,LS POWER GROUP
70,CORINTH UTILITIES COMMISSION
71,WELLHEAD ELECTRIC CO
76,CITY OF GAINESVILLE
77,SEMINOLE ELECTRIC COOPERATIVE INC
79,THE CHEMOURS CO FC LLC
83,CITY OF GRAND PRAIRIE
84,CITY OF NORWICH CT
85,VEOLIA ENVIRONMENT NORTH AMERICAN OPERATIONS INC
88,THE CARLYLE GROUP
95,Talen Energy Corp
103,NEW YORK POWER AUTHORITY
112,WAYZATA INVESTMENT PARTNERS
116,DELAWARE MUNICIPAL ELECTRIC COORPORATION
119,US STEEL CORP
123,AL SANDERSVILLE LLC
124,AltaGas Services (US) Inc
131,ST CROIX VALLEY NATURAL GAS CO
133,Agave Energy Co
134,SONNEBORN LLC
135,XCEL ENERGY
136,THE STATE OF OKLAHOMA EX REL THE BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA ON BEHALF OF THE HEA
137,BERKSHIRE HATHAWAY INC
143,ALLETE INC
146,CLARKSDALE PUBLIC UTILITIES COMMISSION
149,ARCELORMITTAL USA
150,Heorot Power Holdings LLC
151,ASCEND PERFORMANCE MATERIALS LLC
153,CITY OF REDDING
160,ESSENTIAL POWER LLC
166,LAKE COUNTY BOARD OF COUNTY COMMISSIONERS (A POLITICAL SUBDIV OF THE STATE OF FLORIDA)
167,Spectra Energy
171,PH GLATFELTER CO
180,THE INTERNATIONAL GROUP INC
181,EOG RESOURCES INC
182,DENBURY RESOURCES INC
188,LEHIGH HANSON INC 
189,CITY OF HASTINGS NE
190,PUBLIC WORKS COMMISSION OF THE CITY OF FAYETTEVILLE
191,THE UNIVERSITY OF TENNESSEE
204,POLK COUNTY TX
205,COUNTY OF KAUAI
211,CITY OF BURBANK
212,CAPITAL POWER CORP
215,DOMTAR CORP
216,REYNOLDS GROUP HOLDINGS INC
220,THE STATE OF NORTH CAROLINA
224,WestRock Corp
234,MGE ENERGY
237,COGENTRIX ENERGY LLC
241,AXIALL CORP
242,OPTIM ENERGY LLC
249,INGREDION INC
254,BINGHAMTON BOP LLC
260,DOW CHEMICAL
271,BLACK HAWK COUNTY LANDFILL
273,CALIFORNIA RESOURCES CORP
275,WESTMORELAND SANITARY LANDFILL LLC
276,GREATER DICKSON GAS AUTHORITY
277,COVANTA ENERGY
278,Portsmouth Genco LLC
288,RESOLUTE ENERGY CORP
289,THE JOHNS HOPKINS UNIVERSITY
290,CITY OF SANTA CLARA CA
296,GDF SUEZ ENERGY NA INC
297,WestRock Co
298,WESTMORELAND COAL CO
299,HAWKEYE ENERGY GREENPORT LLC
300,SACRAMENTO MUNICIPAL UTILITY DISTRICT FINANCING AUTHORITY
304,DAIRY FARMERS OF AMERICA INC 
307,COUNCIL OF DORCHESTER COUNTY
309,TATE & LYLE INGREDIENTS AMERICAS LLC
310,MARSHALL COUNTY GAS DISTRICT
319,AMERICAN AIR LIQUIDE HOLDINGS INC
322,SEMINOLE COUNTY BOARD OF COUNTY COMMISSIONERS
328,BONANZA CREEK ENERGY INC
336,CITY OF HIGH POINT
338,CITY OF GARLAND
340,CITY OF DENTON
348,CITY OF DOUGLAS
349,WINNESHIEK COUNTY SANITARY LANDFILL
352,MIDDLEBOROUGH GAS & ELECTRIC DEPARTMENT
353,HILCORP ENERGY CO
354,SUN CAPITAL
356,CITY OF LUBBOCK TEXAS
358,HENRY COUNTY COMMISSIONERS
366,WESTERN PLAINS ENERGY LLC
368,THE REGENTS OF THE UNIVERSITY OF MICHIGAN
369,GRAPHIC PACKAGING INTERNATIONAL INC 
373,PACIFIC ETHANOL
375,NOBLE AMERICAS CORP
382,"Carson Illinois Holdings, LLC"
383,CITY OF COLTON CA
387,SUN CAPITAL PARTNERS INC
396,MODESTO IRRIGATION DISTRICT
397,PACIFIC GAS & ELECTRIC CO
398,MALTEUROP NORTH AMERICA INC
405,CITY OF AMES
407,CAITHNESS LONG ISLAND LLC
408,BASIN ELECTRIC POWER COOPERATIVE
415,Malaga Power LLC
416,North Carolina Electric Membership Corp
418,RIVERBAY CORP-CO-OP CITY
419,NORTH CAROLINA ELECTRIC MEMBERSHIP CORP
420,CITY OF FARMINGTON
426,GENERAL ELECTRIC CO
428,CITY OF RIVERSIDE PUBLIC UTILITY
430,DUBUQUE METROPOLITAN AREA SOLID WASTE AGENCY
431,USA UNITED SUPPLIERS OF AMERICA INC 
433,SOLID WASTE DIV CITY OF BILLINGS MONTANA
434,SANDOVAL COUNTY NM
435,COMMUNITY NATURAL GAS CO INC
436,GALEY & LORD INDUSTRIES LLC
438,REENERGY BLACK RIVER LLC
451,CITY WATER & LIGHT OF JONESBORO
452,"Cedar Bay Operating Services, LLC"
468,DOUGLAS COUNTY NEBRASKA
469,TEAM TEN LLC
473,TERREBONNE PARISH CONSOLIDATED GOVERNMENT
474,EAST TEXAS ELECTRIC COOPERATIVE INC
483,LA CROSSE COUNTY WISCONSIN
501,ATLANTIC POWER CORP
505,BAYONNE ENERGY CENTER
514,CITY OF HAMPTON
518,CITY OF SOMERSET
524,"Mayflower Energy Partners, LLC"
539,Greenleaf Energy Unit 1 LLC
541,Greenleaf Energy Unit 2 LLC
565,Westrock Corp
577,THE BOEING CO
581,CITY OF KINGMAN KS
590,THE PRESIDENT & FELLOWS OF HARVARD COLLEGE HARVARD UNIVERSITY
596,PEABODY MUNICIPAL LIGHT PLANT
597,TAUNTON MUNICIPAL LIGHTING PLANT
599,CITY OF AUSTIN
609,WEC ENERGY GROUP
610,HOLLAND BOARD OF PUBLIC WORKS
613,MARQUETTE BOARD OF LIGHT & POWER
623,ROCHESTER PUBLIC UTILITIES
635,CITY OF COLUMBIA MISSOURI
637,"EnLink North Texas Gathering, LP"
639,CITY UTILITIES OF SPRINGFIELD
644,TAUBER OIL CO
645,Talen Energy CORP
647,CITY OF FREMONT NEBRASKA
648,OMAHA PUBLIC POWER DISTRICT
650,Eversource Energy
652,ROCKLAND CAPITAL LLC
663,CITY OF VINELAND
669,DANSKAMMER ENERGY LLC
673,Eastern Generation Holdings LLC
674,TRANSCANADA ENERGY USA INC
680,GREENIDGE GENERATION HOLDINGS LLC
686,"Longview Intermediate Holdings C, LLC"
687,CANYON COUNTY
688,CITY OF JAMESTOWN
693,PIRAMAL GLASS USA INC
695,WASHINGTON COUNTY POWER LLC
698,M&G CHEMICALS SA
707,ENTEGRA POWER GROUP
710,Golden Gate SET Petroleum Partners of Nevada
717,"Calhoun Power CO, LLC"
719,NORTHERN STAR GENERATION LLC
770,ENTERPRISE PRODUCTS PARTNERS LP
772,CITY OF HAMILTON
785,GUARDIAN ENERGY LLC
796,FRANKLIN COUNTY
803,"EnLink Midstream Services, LLP"
807,PI US HOLDINGS INC 
811,UGI ENERGY SERVICES INC 
822,SANTEE COOPER
828,RENU POWER HOLDINGS LLC
841,CITY OF BRYAN
870,MANITOWOC PUBLIC UTILITIES
873,GREENVILLE ELECTRIC UTILITY SYSTEM
874,MICHIGAN SOUTH CENTRAL POWER AGENCY
887,ENERGY CAPITOL PARTNERS LLC
909,FPL GROUP INC
931,UPSTATE NEW YORK POWER PRODUCERS INC
961,SAN MIGUEL ELECTRIC COOPERATIVE INC
988,LINCOLN ELECTRIC SYSTEM
990,PBF ENERGY CO LLC
992,FLORIDA MUNICIPAL POWER AGENCY
1008,PLATTE RIVER POWER AUTHORITY
1009,SIKESTON BOARD OF MUNIPAL UTILITIES
1014,ROUSSELOT INC 
1016,MAJOR OAK POWER LLC
1019,REYNOLDS AMERICAN INC 
1020,NORTH DAKOTA UNIVERSITY SYSTEM (STATE BOARD OF HIGHER EDUCATION)
1028,CITY OF PENSACOLA
1029,CITY OF DULUTH MN
1037,DEFIANCE COUNTY BOARD OF COMMISSIONERS
1049,CITY OF DOVER
1072,MCPHERSON BOARD OF PUBLIC UTILITIES
1074,SACRAMENTO COGERATION AUTHORITY
1075,SACRAMENTO POWER AUTHORITY
1077,CLARK PUBLIC UTILITIES
1078,CITY OF ANAHEIM PUBLIC UTILITIES DEPARTMENT
1080,SABIC US HOLDINGS LP
1082,RICHMOND UTILITIES
1086,CHIPPEWA VALLEY AGRAFUELS COOPERATIVE
1090,MACKINAW POWER
1092,PHILLIPS 66
1110,SOUTHWESTERN ELECTRIC COOPERATIVE INC 
1117,Tampa Electric CO
1154,GILBERTON POWER CO
1158,NEXTERA ENERGY
1162,MT CARMEL COGEN INC 
1165,Alliance Energy Group
1179,MASSACHUSETTS WATER RESOURCES AUTHORITY
1199,MAXIM POWER USA INC
1203,ILLINOIS GAS CO
1211,BROOKFIELD RENEWABLE ENERGY PARTNERS LP
